※ 매월 말일자 통계 현황,,,,,,,
,,2022년06월,,,,,
행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
1100000000,서울특별시  ,"9,494,807","4,464,840",          2.13,"4,605,655","4,889,152",          0.94
1111000000,서울특별시 종로구 ,"143,624","73,728",          1.95,"69,513","74,111",          0.94
1111051500,서울특별시 종로구 청운효자동,"11,803","5,210",          2.27,"5,430","6,373",          0.85
1111053000,서울특별시 종로구 사직동,"9,310","4,674",          1.99,"4,154","5,156",          0.81
1111054000,서울특별시 종로구 삼청동,"2,386","1,193",          2.00,"1,130","1,256",          0.90
1111055000,서울특별시 종로구 부암동,"9,432","4,235",          2.23,"4,490","4,942",          0.91
1111056000,서울특별시 종로구 평창동,"17,963","7,438",          2.42,"8,368","9,595",          0.87
1111057000,서울특별시 종로구 무악동,"8,150","3,060",          2.66,"3,782","4,368",          0.87
1111058000,서울특별시 종로구 교남동,"9,947","4,432",          2.24,"4,580","5,367",          0.85
1111060000,서울특별시 종로구 가회동,"4,026","1,988",          2.03,"1,846","2,180",          0.85
1111061500,서울특별시 종로구 종로1.2.3.4가동,"7,199","5,294",          1.36,"4,270","2,929",          1.46
1111063000,서울특별시 종로구 종로5.6가동,"5,056","3,411",          1.48,"2,685","2,371",          1.13
1111064000,서울특별시 종로구 이화동,"7,231","4,369",          1.66,"3,431","3,800",          0.90
1111065000,서울특별시 종로구 혜화동,"16,369","9,309",          1.76,"7,865","8,504",          0.92
1111067000,서울특별시 종로구 창신제1동,"4,857","2,855",          1.70,"2,601","2,256",          1.15
1111068000,서울특별시 종로구 창신제2동,"7,837","4,044",          1.94,"4,028","3,809",          1.06
1111069000,서울특별시 종로구 창신제3동,"6,496","2,800",          2.32,"3,191","3,305",          0.97
1111070000,서울특별시 종로구 숭인제1동,"5,835","2,993",          1.95,"2,819","3,016",          0.93
1111071000,서울특별시 종로구 숭인제2동,"9,727","6,423",          1.51,"4,843","4,884",          0.99
1114000000,서울특별시 중구 ,"122,088","63,958",          1.91,"59,364","62,724",          0.95
1114052000,서울특별시 중구 소공동,"2,237","1,303",          1.72,"1,073","1,164",          0.92
1114054000,서울특별시 중구 회현동,"4,733","2,697",          1.75,"2,452","2,281",          1.07
1114055000,서울특별시 중구 명동,"2,889","1,560",          1.85,"1,259","1,630",          0.77
1114057000,서울특별시 중구 필동,"4,036","2,498",          1.62,"2,079","1,957",          1.06
1114058000,서울특별시 중구 장충동,"4,639","2,851",          1.63,"2,427","2,212",          1.10
1114059000,서울특별시 중구 광희동,"5,295","3,453",          1.53,"2,676","2,619",          1.02
1114060500,서울특별시 중구 을지로동,"1,737","1,352",          1.28,"1,055",682,          1.55
1114061500,서울특별시 중구 신당동,"7,748","4,840",          1.60,"3,795","3,953",          0.96
1114062500,서울특별시 중구 다산동,"13,710","6,926",          1.98,"6,654","7,056",          0.94
1114063500,서울특별시 중구 약수동,"16,547","7,843",          2.11,"7,665","8,882",          0.86
1114064500,서울특별시 중구 청구동,"13,432","6,280",          2.14,"6,380","7,052",          0.90
1114065000,서울특별시 중구 신당제5동,"10,284","5,385",          1.91,"4,988","5,296",          0.94
1114066500,서울특별시 중구 동화동,"10,159","4,065",          2.50,"4,884","5,275",          0.93
1114067000,서울특별시 중구 황학동,"12,649","7,216",          1.75,"6,011","6,638",          0.91
1114068000,서울특별시 중구 중림동,"11,993","5,689",          2.11,"5,966","6,027",          0.99
1117000000,서울특별시 용산구 ,"222,263","111,860",          1.99,"106,743","115,520",          0.92
1117051000,서울특별시 용산구 후암동,"16,636","8,436",          1.97,"8,110","8,526",          0.95
1117052000,서울특별시 용산구 용산2가동,"9,322","5,229",          1.78,"4,503","4,819",          0.93
1117053000,서울특별시 용산구 남영동,"7,260","5,156",          1.41,"4,419","2,841",          1.56
1117055500,서울특별시 용산구 청파동,"19,309","11,186",          1.73,"8,987","10,322",          0.87
1117056000,서울특별시 용산구 원효로제1동,"16,530","8,762",          1.89,"7,720","8,810",          0.88
1117057000,서울특별시 용산구 원효로제2동,"13,712","6,063",          2.26,"6,456","7,256",          0.89
1117058000,서울특별시 용산구 효창동,"10,705","4,669",          2.29,"5,088","5,617",          0.91
1117059000,서울특별시 용산구 용문동,"11,717","5,389",          2.17,"5,632","6,085",          0.93
1117062500,서울특별시 용산구 한강로동,"21,602","11,641",          1.86,"10,257","11,345",          0.90
1117063000,서울특별시 용산구 이촌제1동,"25,641","9,532",          2.69,"12,022","13,619",          0.88
1117064000,서울특별시 용산구 이촌제2동,"8,194","3,671",          2.23,"3,827","4,367",          0.88
1117065000,서울특별시 용산구 이태원제1동,"6,308","3,611",          1.75,"3,085","3,223",          0.96
1117066000,서울특별시 용산구 이태원제2동,"8,898","4,937",          1.80,"4,095","4,803",          0.85
1117068500,서울특별시 용산구 한남동,"20,247","10,927",          1.85,"9,758","10,489",          0.93
1117069000,서울특별시 용산구 서빙고동,"12,979","5,315",          2.44,"6,220","6,759",          0.92
1117070000,서울특별시 용산구 보광동,"13,203","7,336",          1.80,"6,564","6,639",          0.99
1120000000,서울특별시 성동구 ,"283,821","134,327",          2.11,"138,162","145,659",          0.95
1120052000,서울특별시 성동구 왕십리제2동,"16,320","7,392",          2.21,"7,890","8,430",          0.94
1120053500,서울특별시 성동구 왕십리도선동,"26,534","12,087",          2.20,"12,555","13,979",          0.90
1120054000,서울특별시 성동구 마장동,"22,282","11,053",          2.02,"10,978","11,304",          0.97
1120055000,서울특별시 성동구 사근동,"12,109","8,201",          1.48,"6,277","5,832",          1.08
1120056000,서울특별시 성동구 행당제1동,"13,893","6,526",          2.13,"6,670","7,223",          0.92
1120057000,서울특별시 성동구 행당제2동,"23,100","9,211",          2.51,"10,802","12,298",          0.88
1120058000,서울특별시 성동구 응봉동,"15,199","6,036",          2.52,"7,258","7,941",          0.91
1120059000,서울특별시 성동구 금호1가동,"15,081","6,506",          2.32,"7,184","7,897",          0.91
1120061500,서울특별시 성동구 금호2.3가동,"22,459","10,064",          2.23,"10,668","11,791",          0.90
1120062000,서울특별시 성동구 금호4가동,"14,245","6,343",          2.25,"6,741","7,504",          0.90
1120064500,서울특별시 성동구 옥수동,"25,801","10,818",          2.39,"11,985","13,816",          0.87
1120065000,서울특별시 성동구 성수1가제1동,"16,392","7,746",          2.12,"8,175","8,217",          0.99
1120066000,서울특별시 성동구 성수1가제2동,"12,323","6,041",          2.04,"6,047","6,276",          0.96
1120067000,서울특별시 성동구 성수2가제1동,"15,608","8,128",          1.92,"8,154","7,454",          1.09
1120069000,서울특별시 성동구 성수2가제3동,"10,657","5,558",          1.92,"5,345","5,312",          1.01
1120072000,서울특별시 성동구 송정동,"10,343","5,569",          1.86,"5,463","4,880",          1.12
1120079000,서울특별시 성동구 용답동,"11,475","7,048",          1.63,"5,970","5,505",          1.08
1121500000,서울특별시 광진구 ,"339,893","169,856",          2.00,"163,920","175,973",          0.93
1121571000,서울특별시 광진구 화양동,"23,723","18,384",          1.29,"11,296","12,427",          0.91
1121573000,서울특별시 광진구 군자동,"19,496","11,408",          1.71,"9,652","9,844",          0.98
1121574000,서울특별시 광진구 중곡제1동,"15,306","8,347",          1.83,"7,394","7,912",          0.93
1121575000,서울특별시 광진구 중곡제2동,"21,220","10,681",          1.99,"10,002","11,218",          0.89
1121576000,서울특별시 광진구 중곡제3동,"16,066","8,548",          1.88,"7,972","8,094",          0.98
1121577000,서울특별시 광진구 중곡제4동,"28,262","13,134",          2.15,"13,811","14,451",          0.96
1121578000,서울특별시 광진구 능동,"11,294","6,477",          1.74,"5,218","6,076",          0.86
1121581000,서울특별시 광진구 광장동,"34,349","11,882",          2.89,"16,631","17,718",          0.94
1121582000,서울특별시 광진구 자양제1동,"22,101","12,001",          1.84,"10,730","11,371",          0.94
1121583000,서울특별시 광진구 자양제2동,"24,273","10,973",          2.21,"11,764","12,509",          0.94
1121584000,서울특별시 광진구 자양제3동,"27,775","11,097",          2.50,"13,298","14,477",          0.92
1121584700,서울특별시 광진구 자양제4동,"18,019","10,173",          1.77,"8,959","9,060",          0.99
1121585000,서울특별시 광진구 구의제1동,"23,254","12,984",          1.79,"11,084","12,170",          0.91
1121586000,서울특별시 광진구 구의제2동,"26,311","11,604",          2.27,"12,654","13,657",          0.93
1121587000,서울특별시 광진구 구의제3동,"28,444","12,163",          2.34,"13,455","14,989",          0.90
1123000000,서울특별시 동대문구 ,"337,330","169,931",          1.99,"166,348","170,982",          0.97
1123053600,서울특별시 동대문구 용신동,"32,711","19,622",          1.67,"16,318","16,393",          1.00
1123054500,서울특별시 동대문구 제기동,"24,523","13,559",          1.81,"12,564","11,959",          1.05
1123056000,서울특별시 동대문구 전농제1동,"28,912","14,836",          1.95,"14,483","14,429",          1.00
1123057000,서울특별시 동대문구 전농제2동,"18,397","7,624",          2.41,"8,828","9,569",          0.92
1123060000,서울특별시 동대문구 답십리제1동,"28,899","13,163",          2.20,"13,920","14,979",          0.93
1123061000,서울특별시 동대문구 답십리제2동,"27,993","12,569",          2.23,"13,577","14,416",          0.94
1123065000,서울특별시 동대문구 장안제1동,"38,105","18,448",          2.07,"18,851","19,254",          0.98
1123066000,서울특별시 동대문구 장안제2동,"32,400","14,106",          2.30,"16,099","16,301",          0.99
1123070500,서울특별시 동대문구 청량리동,"18,675","9,705",          1.92,"9,317","9,358",          1.00
1123071000,서울특별시 동대문구 회기동,"10,610","6,712",          1.58,"5,100","5,510",          0.93
1123072000,서울특별시 동대문구 휘경제1동,"14,043","7,824",          1.79,"6,649","7,394",          0.90
1123073000,서울특별시 동대문구 휘경제2동,"24,083","12,263",          1.96,"12,038","12,045",          1.00
1123074000,서울특별시 동대문구 이문제1동,"18,162","10,744",          1.69,"9,041","9,121",          0.99
1123075000,서울특별시 동대문구 이문제2동,"19,817","8,756",          2.26,"9,563","10,254",          0.93
1126000000,서울특별시 중랑구 ,"388,509","188,188",          2.06,"191,433","197,076",          0.97
1126052000,서울특별시 중랑구 면목제2동,"24,067","12,301",          1.96,"12,012","12,055",          1.00
1126054000,서울특별시 중랑구 면목제4동,"18,813","9,099",          2.07,"9,380","9,433",          0.99
1126055000,서울특별시 중랑구 면목제5동,"14,795","6,468",          2.29,"7,425","7,370",          1.01
1126056500,서울특별시 중랑구 면목본동,"33,383","17,784",          1.88,"16,515","16,868",          0.98
1126057000,서울특별시 중랑구 면목제7동,"21,626","10,599",          2.04,"10,847","10,779",          1.01
1126057500,서울특별시 중랑구 면목제3.8동,"24,482","12,647",          1.94,"12,150","12,332",          0.99
1126058000,서울특별시 중랑구 상봉제1동,"23,776","10,239",          2.32,"11,549","12,227",          0.94
1126059000,서울특별시 중랑구 상봉제2동,"20,257","12,256",          1.65,"9,783","10,474",          0.93
1126060000,서울특별시 중랑구 중화제1동,"19,398","9,080",          2.14,"9,532","9,866",          0.97
1126061000,서울특별시 중랑구 중화제2동,"24,771","13,673",          1.81,"12,712","12,059",          1.05
1126062000,서울특별시 중랑구 묵제1동,"34,417","15,089",          2.28,"16,537","17,880",          0.92
1126063000,서울특별시 중랑구 묵제2동,"18,544","9,267",          2.00,"9,103","9,441",          0.96
1126065500,서울특별시 중랑구 망우본동,"35,567","17,591",          2.02,"17,617","17,950",          0.98
1126066000,서울특별시 중랑구 망우제3동,"16,156","8,266",          1.95,"8,156","8,000",          1.02
1126068000,서울특별시 중랑구 신내1동,"38,280","14,822",          2.58,"18,500","19,780",          0.94
1126069000,서울특별시 중랑구 신내2동,"20,177","9,007",          2.24,"9,615","10,562",          0.91
1129000000,서울특별시 성북구 ,"433,559","198,089",          2.19,"208,790","224,769",          0.93
1129052500,서울특별시 성북구 성북동,"16,404","8,249",          1.99,"7,641","8,763",          0.87
1129055500,서울특별시 성북구 삼선동,"22,725","11,600",          1.96,"10,796","11,929",          0.91
1129057500,서울특별시 성북구 동선동,"15,434","9,720",          1.59,"6,468","8,966",          0.72
1129058000,서울특별시 성북구 돈암제1동,"14,465","6,091",          2.37,"6,748","7,717",          0.87
1129059000,서울특별시 성북구 돈암제2동,"23,642","8,573",          2.76,"11,177","12,465",          0.90
1129060000,서울특별시 성북구 안암동,"15,134","9,710",          1.56,"7,634","7,500",          1.02
1129061000,서울특별시 성북구 보문동,"16,296","8,100",          2.01,"7,840","8,456",          0.93
1129062000,서울특별시 성북구 정릉제1동,"18,071","7,388",          2.45,"8,670","9,401",          0.92
1129063000,서울특별시 성북구 정릉제2동,"22,890","9,931",          2.30,"11,087","11,803",          0.94
1129064000,서울특별시 성북구 정릉제3동,"15,323","8,209",          1.87,"7,648","7,675",          1.00
1129065000,서울특별시 성북구 정릉제4동,"24,661","10,884",          2.27,"11,854","12,807",          0.93
1129066000,서울특별시 성북구 길음제1동,"34,908","12,448",          2.80,"16,556","18,352",          0.90
1129068500,서울특별시 성북구 길음제2동,"21,375","8,566",          2.50,"10,288","11,087",          0.93
1129070500,서울특별시 성북구 종암동,"38,445","17,191",          2.24,"19,020","19,425",          0.98
1129071500,서울특별시 성북구 월곡제1동,"26,184","10,906",          2.40,"12,625","13,559",          0.93
1129072500,서울특별시 성북구 월곡제2동,"19,342","9,693",          2.00,"9,300","10,042",          0.93
1129076000,서울특별시 성북구 장위제1동,"24,077","10,754",          2.24,"11,797","12,280",          0.96
1129077000,서울특별시 성북구 장위제2동,"13,640","6,716",          2.03,"6,717","6,923",          0.97
1129078000,서울특별시 성북구 장위제3동,"15,709","6,450",          2.44,"7,697","8,012",          0.96
1129081000,서울특별시 성북구 석관동,"34,834","16,910",          2.06,"17,227","17,607",          0.98
1130500000,서울특별시 강북구 ,"296,653","145,048",          2.05,"144,154","152,499",          0.95
1130553400,서울특별시 강북구 삼양동,"23,387","11,093",          2.11,"11,671","11,716",          1.00
1130553500,서울특별시 강북구 미아동,"21,331","11,657",          1.83,"10,223","11,108",          0.92
1130554500,서울특별시 강북구 송중동,"29,514","14,081",          2.10,"14,190","15,324",          0.93
1130555500,서울특별시 강북구 송천동,"25,907","13,478",          1.92,"12,807","13,100",          0.98
1130557500,서울특별시 강북구 삼각산동,"30,904","11,504",          2.69,"14,845","16,059",          0.92
1130559500,서울특별시 강북구 번1동,"18,406","10,460",          1.76,"9,268","9,138",          1.01
1130560300,서울특별시 강북구 번2동,"15,522","7,552",          2.06,"7,500","8,022",          0.93
1130560800,서울특별시 강북구 번3동,"16,607","7,451",          2.23,"7,766","8,841",          0.88
1130561500,서울특별시 강북구 수유1동,"20,471","10,515",          1.95,"10,063","10,408",          0.97
1130562500,서울특별시 강북구 수유2동,"21,092","9,879",          2.14,"10,034","11,058",          0.91
1130563500,서울특별시 강북구 수유3동,"23,101","13,336",          1.73,"11,461","11,640",          0.98
1130564500,서울특별시 강북구 우이동,"20,390","9,652",          2.11,"9,832","10,558",          0.93
1130566000,서울특별시 강북구 인수동,"30,021","14,390",          2.09,"14,494","15,527",          0.93
1132000000,서울특별시 도봉구 ,"314,791","139,076",          2.26,"153,014","161,777",          0.95
1132051100,서울특별시 도봉구 창제1동,"24,473","10,978",          2.23,"11,645","12,828",          0.91
1132051200,서울특별시 도봉구 창제2동,"28,843","12,609",          2.29,"14,019","14,824",          0.95
1132051300,서울특별시 도봉구 창제3동,"13,713","6,554",          2.09,"6,851","6,862",          1.00
1132051400,서울특별시 도봉구 창제4동,"26,273","10,679",          2.46,"12,628","13,645",          0.93
1132051500,서울특별시 도봉구 창제5동,"24,370","10,255",          2.38,"11,652","12,718",          0.92
1132052100,서울특별시 도봉구 도봉제1동,"20,809","10,391",          2.00,"10,458","10,351",          1.01
1132052200,서울특별시 도봉구 도봉제2동,"26,473","11,805",          2.24,"12,931","13,542",          0.95
1132066000,서울특별시 도봉구 쌍문제1동,"21,219","9,421",          2.25,"10,217","11,002",          0.93
1132067000,서울특별시 도봉구 쌍문제2동,"18,633","8,617",          2.16,"8,857","9,776",          0.91
1132068000,서울특별시 도봉구 쌍문제3동,"16,924","8,252",          2.05,"8,148","8,776",          0.93
1132068100,서울특별시 도봉구 쌍문제4동,"18,409","7,114",          2.59,"8,679","9,730",          0.89
1132069000,서울특별시 도봉구 방학제1동,"28,507","13,049",          2.18,"14,153","14,354",          0.99
1132070000,서울특별시 도봉구 방학제2동,"19,400","9,383",          2.07,"9,810","9,590",          1.02
1132071000,서울특별시 도봉구 방학제3동,"26,745","9,969",          2.68,"12,966","13,779",          0.94
1135000000,서울특별시 노원구 ,"508,066","218,637",          2.32,"244,387","263,679",          0.93
